word,pinyin,pos,english
建筑师,jiànzhùshī,N,
建筑物,jiànzhùwù,N,
贱,jiàn,Adj,
健美,jiànměi,N/Adj,
健壮,jiànzhuàng,Adj,
溅,jiàn,V,
鉴别,jiànbié,V,
鉴赏,jiànshǎng,V,
鉴于,jiànyú,Prep,
姜,jiāng,N,
僵,jiāng,Adj,
僵化,jiānghuà,V,
僵局,jiāngjú,N,
讲解,jiǎngjiě,V,
讲述,jiǎngshù,V,
讲学,jiǎngxué,,
奖杯,jiǎngbēi,N,
奖牌,jiǎngpái,N,
奖品,jiǎngpǐn,N,
奖项,jiǎngxiàng,N,
降临,jiànglín,V,
交叉,jiāochā,V,
交锋,jiāofēng,,
交付,jiāofù,V,
交集,jiāojí,V,
交接,jiāojiē,V,
交界,jiāojiè,V,
交纳,jiāonà,V,
交情,jiāoqing,N,
交涉,jiāoshè,V,
交谈,jiāotán,V,
交替,jiāotì,V,
交头接耳,jiāotóu-jiē'ěr,,
交响乐,jiāoxiǎngyuè,N,
郊外,jiāowài,N,
郊游,jiāoyóu,V,
浇,jiāo,V,
娇惯,jiāoguàn,V,
娇气,jiāoqì,Adj,
胶囊,jiāonáng,N,
胶片,jiāopiàn,N,
焦,jiāo,Adj,
焦急,jiāojí,Adj,
焦距,jiāojù,N,
焦虑,jiāolǜ,Adj,
焦躁,jiāozào,Adj,
礁石,jiāoshí,N,
嚼,jiáo,V,
角落,jiǎoluò,N,
狡猾,jiǎohuá,Adj,
绞,jiǎo,V,
矫正,jiǎozhèng,V,
搅,jiǎo,V,
搅拌,jiǎobàn,V,
缴,jiǎo,V,
缴费,jiǎofèi,V,
缴纳,jiǎonà,V,
叫板,jiàobǎn,,
叫好,jiàohǎo,,
轿车,jiàochē,N,
较劲,jiàojìn,,
较量,jiàoliàng,V,
教科书,jiàokēshū,N,
教条,jiàotiáo,N/Adj,
教养,jiàoyǎng,V/N,
阶层,jiēcéng,N,
阶级,jiējí,N,
阶梯,jiētī,N,
皆,jiē,Adv,
结,jiē,V,
结果,jiēguǒ,,
接班,jiēbān,,
接班人,jiēbānrén,N,
接二连三,jiē'èr-liánsān,,
接轨,jiēguǐ,,
接济,jiējì,V,
接见,jiējiàn,V,
接力,jiēlì,V,
接纳,jiēnà,V,
接手,jiēshǒu,V,
接送,jiēsòng,V,
接替,jiētì,V,
接听,jiētīng,V,
接通,jiētōng,V,
揭发,jiēfā,V,
揭露,jiēlù,V,
揭示,jiēshì,V,
揭晓,jiēxiǎo,V,
节俭,jiéjiǎn,Adj,
节气,jiéqì,N,
节水,jiéshuǐ,V,
节衣缩食,jiéyī-suōshí,,
劫,jié,V,
劫持,jiéchí,V,
洁净,jiéjìng,Adj,
结冰,jiébīng,V,
结晶,jiéjīng,N,
结局,jiéjú,N,
结识,jiéshí,V,
结尾,jiéwěi,V/N,
截,jié,V/M,
截然不同,jiérán-bùtóng,,
竭尽全力,jiéjìn-quánlì,,
竭力,jiélì,Adv,
解答,jiědá,V,
解读,jiědú,V,
解雇,jiěgù,V,
解救,jiějiù,V,
解剖,jiěpōu,V,
解散,jiěsàn,V,
解体,jiětǐ,V,
解脱,jiětuō,V,
解围,jiěwéi,,
解析,jiěxī,V,
介入,jièrù,V,
介意,jièyì,,
介于,jièyú,V,
戒备,jièbèi,V,
戒烟,jiè yān,,
戒指,jièzhi,N,
届时,jièshí,Adv,
界定,jièdìng,V,
界限,jièxiàn,N,
界线,jièxiàn,N,
借口,jièkǒu,V/N,
借条,jiètiáo,N,
借用,jièyòng,V,
借助,jièzhù,V,
金属,jīnshǔ,N,
金子,jīnzi,N,
金字塔,jīnzìtǎ,N,
津津有味,jīnjīn-yǒuwèi,,
津贴,jīntiē,N,
筋,jīn,N,
禁不住,jīnbuzhù,V,
仅次于,jǐn cì yú,,
尽,jǐn,V/Adv,
尽早,jǐnzǎo,Adv,
紧凑,jǐncòu,Adj,
紧接着,jǐn jiēzhe,,
紧迫,jǐnpò,Adj,
紧缺,jǐnquē,Adj,
紧缩,jǐnsuō,V,
锦旗,jǐnqí,N,
谨慎,jǐnshèn,Adj,
尽情,jìnqíng,Adv,
尽头,jìntóu,N,
进场,jìnchǎng,V,
进程,jìnchéng,N,
进出,jìnchū,V,
进出口,jìn-chūkǒu,,
进度,jìndù,N,
进而,jìn'ér,Conj,
进修,jìnxiū,V,
近年来,jìnnián lái,,
劲头,jìntóu,N,
晋升,jìnshēng,V,
浸泡,jìnpào,V,
禁忌,jìnjì,N/V,
禁区,jìnqū,N,
茎,jīng,N,
经,jīng,V,
经度,jīngdù,N,
经久不息,jīngjiǔ-bùxī,,
经贸,jīngmào,N,
经商,jīngshāng,,
经受,jīngshòu,V,
荆棘,jīngjí,N,
惊,jīng,V,
惊诧,jīngchà,Adj,
惊慌,jīnghuāng,Adj,
惊慌失措,jīnghuāng-shīcuò,,
惊奇,jīngqí,Adj,
惊叹,jīngtàn,V,
惊天动地,jīngtiān-dòngdì,,
惊险,jīngxiǎn,Adj,
惊心动魄,jīngxīn-dòngpò,,
惊醒,jīngxǐng,V,
惊讶,jīngyà,Adj,
晶莹,jīngyíng,Adj,
兢兢业业,jīngjīngyèyè,Adj,
精打细算,jīngdǎ-xìsuàn,,
精华,jīnghuá,N,
精简,jīngjiǎn,V,
精练,jīngliàn,Adj,
精妙,jīngmiào,Adj,
精明,jīngmíng,Adj,
精疲力竭,jīngpí-lìjié,,
精确,jīngquè,Adj,
精神病,jīngshénbìng,N,
精髓,jīngsuǐ,N,
精通,jīngtōng,V,
精细,jīngxì,Adj,
精心,jīngxīn,Adj,
精益求精,jīngyìqiújīng,,
精英,jīngyīng,N,
精致,jīngzhì,Adj,
颈部,jǐngbù,N,
景观,jǐngguān,N,
景区,jǐngqū,N,
警车,jǐngchē,N,
警官,jǐngguān,N,
警惕,jǐngtì,V,
警钟,jǐngzhōng,N,
净化,jìnghuà,V,
竞技,jìngjì,V,
竞相,jìngxiāng,Adv,
竞选,jìngxuǎn,V,
竟,jìng,Adv,
竟敢,jìnggǎn,V,
敬,jìng,V,
敬爱,jìng'ài,V,
敬而远之,jìng'éryuǎnzhī,,
敬酒,jìngjiǔ,V,
敬礼,jìnglǐ,,
敬佩,jìngpèi,V,
敬请,jìngqǐng,V,
敬业,jìngyè,V,
敬意,jìngyì,N,
敬重,jìngzhòng,V,
静止,jìngzhǐ,V,
境地,jìngdì,N,
境界,jìngjiè,N,
境内,jìngnèi,N,
境外,jìngwài,N,
境遇,jìngyù,N,
窘迫,jiǒngpò,Adj,
纠缠,jiūchán,V,
揪,jiū,V,
久违,jiǔwéi,V,
久仰,jiǔyǎng,V,
酒精,jiǔjīng,N,
酒楼,jiǔlóu,N,
救护车,jiùhùchē,N,
救济,jiùjì,V,
救治,jiùzhì,V,
就餐,jiùcān,V,
就地,jiùdì,Adv,
就读,jiùdú,V,
就近,jiùjìn,Adv,
就任,jiùrèn,V,
就医,jiùyī,,
就诊,jiùzhěn,,
就职,jiùzhí,,
就座,jiùzuò,,
舅舅,jiùjiu,N,
拘留,jūliú,V,
拘束,jūshù,V/Adj,
居高临下,jūgāo-línxià,,
居民楼,jūmínlóu,N,
鞠躬,jūgōng,,
局部,júbù,N,
局势,júshì,N,
局限,júxiàn,V,
菊花,júhuā,N,
橘子,júzi,N,
沮丧,jǔsàng,Adj,
举报,jǔbào,V,
举措,jǔcuò,N,
举例,jǔlì,,
举世闻名,jǔshì-wénmíng,,
举世无双,jǔshì-wúshuāng,,
举世瞩目,jǔshì-zhǔmù,,
举一反三,jǔyī-fǎnsān,,
举止,jǔzhǐ,N,
举重,jǔzhòng,N,
巨额,jù'é,Adj,
巨人,jùrén,N,
巨头,jùtóu,N,
巨星,jùxīng,N,
巨型,jùxíng,Adj,
剧烈,jùliè,Adj,
剧目,jùmù,N,
剧情,jùqíng,N,
剧团,jùtuán,N,
剧院,jùyuàn,N,
剧组,jùzǔ,N,
据此,jùcǐ,V,
据悉,jùxī,V,
距,jù,V,
锯,jù,N/V,
聚集,jùjí,V,
聚精会神,jùjīng-huìshén,,
捐献,juānxiàn,V,
卷入,juǎnrù,V,
卷子,juànzi,N,
圈,juàn,N,
决议,juéyì,N,
诀别,juébié,V,
诀窍,juéqiào,N,
角逐,juézhú,V,
觉醒,juéxǐng,V,
绝技,juéjì,N,
绝缘,juéyuán,V,
绝招,juézhāo,N,
倔强,juéjiàng,Adj,
崛起,juéqǐ,V,
爵士,juéshì,N,
倔,juè,Adj,
军官,jūnguān,N,
均衡,jūnhéng,Adj,
均匀,jūnyún,Adj,
君子,jūnzǐ,N,
俊,jùn,Adj,
俊俏,jùnqiào,Adj,
骏马,jùnmǎ,N,
竣工,jùngōng,V,
卡车,kǎchē,N,
卡片,kǎpiàn,N,
卡通,kǎtōng,N,
开办,kāibàn,V,
开采,kāicǎi,V,
开场,kāichǎng,,
开场白,kāichǎngbái,N,
开除,kāichú,V,
开动,kāidòng,V,
开发区,kāifāqū,N,
开发商,kāifāshāng,N,
开工,kāigōng,,
开垦,kāikěn,V,
开口,kāikǒu,,
开阔,kāikuò,Adj/V,
开朗,kāilǎng,Adj,
开辟,kāipì,V,
开启,kāiqǐ,V,
开枪,kāi qiāng,,
开天辟地,kāitiān-pìdì,,
开拓,kāituò,V,
开销,kāixiāo,V/N,
开张,kāizhāng,,
开支,kāizhī,N,
凯歌,kǎigē,N,
楷模,kǎimó,N,
刊登,kāndēng,V,
刊物,kānwù,N,
看护,kānhù,V/N,
勘探,kāntàn,V,
堪称,kānchēng,V,
侃大山,kǎn dàshān,,
砍,kǎn,V,
看得出,kàndechū,V,
看热闹,kàn rènao,,
看似,kànsì,V,
看台,kàntái,N,
看样子,kàn yàngzi,,
看中,kànzhòng,,
看重,kànzhòng,V,
慷慨,kāngkǎi,Adj,
扛,káng,V,
抗衡,kànghéng,V,
抗拒,kàngjù,V,
抗生素,kàngshēngsù,N,
抗争,kàngzhēng,V,
考量,kǎoliáng,V,
烤,kǎo,V,
靠拢,kàolǒng,V,
苛刻,kēkè,Adj,
科幻,kēhuàn,N,
科目,kēmù,N,
科普,kēpǔ,N,
磕,kē,V,
壳,ké,N,
咳嗽,késou,V,
可悲,kěbēi,Adj,
可不是,kěbùshi,Adv,
可乘之机,kěchéngzhījī,,
可耻,kěchǐ,Adj,
可歌可泣,kěgē-kěqì,,
可观,kěguān,Adj,
可贵,kěguì,Adj,
可口,kěkǒu,Adj,
可谓,kěwèi,V,
可恶,kěwù,Adj,
可想而知,kěxiǎng'érzhī,,
可笑,kěxiào,Adj,
可信,kěxìn,Adj,
可行,kěxíng,Adj,
可疑,kěyí,Adj,
克隆,kèlóng,V,
克制,kèzhì,V,
刻苦,kèkǔ,Adj,
刻意,kèyì,Adv,
刻舟求剑,kèzhōu-qiújiàn,,
客房,kèfáng,N,
客机,kèjī,N,
客流,kèliú,N,
客运,kèyùn,N,
恳求,kěnqiú,V,
啃,kěn,V,
坑,kēng,V/N,
空荡荡,kōngdàngdàng,Adj,
空难,kōngnàn,N,
空前,kōngqián,V,
空想,kōngxiǎng,V/N,
空虚,kōngxū,Adj,
恐怖,kǒngbù,Adj,
恐吓,kǒnghè,V,
恐慌,kǒnghuāng,Adj,
恐惧,kǒngjù,Adj,
恐龙,kǒnglóng,N,
空白,kòngbái,N,
空地,kòngdì,N,
空隙,kòngxì,N,
控告,kònggào,V,
抠,kōu,V/Adj,
口碑,kǒubēi,N,
口才,kǒucái,N,
口吃,kǒuchī,V,
口感,kǒugǎn,N,
口径,kǒujìng,N,
口令,kǒulìng,N,
口气,kǒuqì,N,
口腔,kǒuqiāng,N,
口哨,kǒushào,N,
口水,kǒushuǐ,N,
口头,kǒutóu,N/Adj,
口味,kǒuwèi,N,
口香糖,kǒuxiāngtáng,N,
口音,kǒuyīn,N,
口罩,kǒuzhào,N,
口子,kǒuzi,N,
扣除,kòuchú,V,
扣留,kòuliú,V,
扣人心弦,kòurénxīnxián,,
扣押,kòuyā,V,
枯燥,kūzào,Adj,
哭泣,kūqì,V,
哭笑不得,kūxiào-bùdé,,
窟窿,kūlong,N,
苦力,kǔlì,N,
苦练,kǔ liàn,,
苦难,kǔnàn,N,
苦恼,kǔnǎo,Adj,
苦笑,kǔxiào,V,
苦心,kǔxīn,N/Adv,
酷似,kùsì,V,
夸,kuā,V,
夸大,kuādà,V,
夸奖,kuājiǎng,V,
夸夸其谈,kuākuā-qítán,,
夸耀,kuāyào,V,
夸张,kuāzhāng,Adj/N,
垮,kuǎ,V,
挎,kuà,V,
跨国,kuàguó,V,
跨越,kuàyuè,V,
快捷,kuàijié,Adj,
宽敞,kuānchang,Adj,
宽泛,kuānfàn,Adj,
宽厚,kuānhòu,Adj,
宽容,kuānróng,V,
宽恕,kuānshù,V,
宽松,kuānsōng,Adj,
款式,kuǎnshì,N,
款项,kuǎnxiàng,N,
筐,kuāng,N,
狂欢,kuánghuān,V,
狂欢节,kuánghuānjié,N,
狂热,kuángrè,Adj,
旷课,kuàngkè,,
况且,kuàngqiě,Conj,
矿藏,kuàngcáng,N,
框,kuàng,N/V,
框架,kuàngjià,N,
亏本,kuīběn,,
亏损,kuīsǔn,V,
昆虫,kūnchóng,N,
捆,kǔn,V/M,
困惑,kùnhuò,Adj/V,
困境,kùnjìng,N,
扩,kuò,V,
扩建,kuòjiàn,V,
扩散,kuòsàn,V,
扩张,kuòzhāng,V,
括弧,kuòhú,N,
阔绰,kuòchuò,Adj,
拉动,lādòng,V,
拉拢,lālǒng,V,
拉锁,lāsuǒ,N,
啦啦队,lālāduì,N,
喇叭,lǎba,N,
腊月,làyuè,N,
蜡,là,N,
蜡烛,làzhú,N,
辣椒,làjiāo,N,
来宾,láibīn,N,
来电,láidiàn,V/N,
来访,láifǎng,V,
来回,láihuí,Adv/N,
来历,láilì,N,
来临,láilín,V,
来龙去脉,láilóng-qùmài,,
来年,láinián,N,
来源于,láiyuán yú,,
拦,lán,V,
栏,lán,N,
栏杆,lángān,N,
蓝图,lántú,N,
揽,lǎn,V,
缆车,lǎnchē,N,
懒得,lǎnde,V,
懒惰,lǎnduò,Adj,
滥用,lànyòng,V,
狼,láng,N,
狼狈,lángbèi,Adj,
朗诵,lǎngsòng,V,
浪,làng,N,
捞,lāo,V,
劳动力,láodònglì,N,
劳累,láolèi,Adj,
劳务,láowù,N,
牢固,láogù,Adj,
牢记,láojì,V,
牢牢,láoláo,,
唠叨,láodao,V,
老伴儿,lǎobànr,N,
老大,lǎodà,N/Adv,
老汉,lǎohàn,N,
老化,lǎohuà,V,
老人家,lǎorenjia,N,
老实说,lǎoshishuō,,
老远,lǎo yuǎn,,
老字号,lǎozìhao,N,
姥姥,lǎolao,N,
姥爷,lǎoye,N,
涝,lào,Adj,
乐意,lèyì,V/Adj,
乐园,lèyuán,N,
勒,lēi,V,
雷同,léitóng,Adj,
累积,lěijī,V,
累计,lěijì,V,
类别,lèibié,N,
棱角,léngjiǎo,N,
冷淡,lěngdàn,Adj/V,
冷冻,lěngdòng,V,
冷酷,lěngkù,Adj,
冷酷无情,lěngkù-wúqíng,,
冷落,lěngluò,Adj/V,
冷门,lěngmén,N,
冷漠,lěngmò,Adj,
冷笑,lěngxiào,V,
冷战,lěngzhàn,N,
愣,lèng,V/Adj,
离谱儿,lípǔr,,
离奇,líqí,Adj,
离职,lízhí,,
黎明,límíng,N,
礼服,lǐfú,N,
礼品,lǐpǐn,N,
礼仪,lǐyí,N,
里程碑,lǐchéngbēi,N,
理睬,lǐcǎi,V,
理会,lǐhuì,V,
理科,lǐkē,N,
理念,lǐniàn,N,
理事,lǐshì,N/V,
理所当然,lǐsuǒdāngrán,,
理性,lǐxìng,Adj/N,
理直气壮,lǐzhí-qìzhuàng,,
力不从心,lìbùcóngxīn,,
力度,lìdù,N,
力求,lìqiú,V,
力所能及,lìsuǒnéngjí,,
力争,lìzhēng,V,
历程,lìchéng,N,
历届,lìjiè,Adj,
历经,lìjīng,V,
历来,lìlái,Adv,
历时,lìshí,V/Adj,
立方,lìfāng,N/M,
立方米,lìfāngmǐ,M,
立功,lìgōng,,
立交桥,lìjiāoqiáo,N,
立体,lìtǐ,Adj,
立足,lìzú,V,
励志,lìzhì,V,
利害,lìhài,N,
利率,lìlǜ,N,
利索,lìsuo,Adj,
粒,lì,M,
连滚带爬,liángǔn-dàipá,,
连绵,liánmián,V,
连任,liánrèn,V,
连锁,liánsuǒ,Adj,
连锁店,liánsuǒdiàn,N,
连夜,liányè,Adv,
怜惜,liánxī,V,
帘子,liánzi,N,
莲子,liánzǐ,N,
联邦,liánbāng,N,
联欢,liánhuān,V,
联网,liánwǎng,,
廉价,liánjià,Adj,
廉洁,liánjié,Adj,
廉正,liánzhèng,Adj,
廉政,liánzhèng,V,
脸颊,liǎnjiá,N,
炼,liàn,V,
恋恋不舍,liànliàn-bùshě,,
良,liáng,Adj,
良心,liángxīn,N,
良性,liángxìng,Adj,
凉爽,liángshuǎng,Adj,
两口子,liǎngkǒuzi,N,
两栖,liǎngqī,V,
亮点,liàngdiǎn,N,
亮丽,liànglì,Adj,
亮相,liàngxiàng,,
谅解,liàngjiě,V,
辽阔,liáokuò,Adj,
疗法,liáofǎ,N,
疗效,liáoxiào,N,
寥寥无几,liáoliáo-wújǐ,,
潦草,liáocǎo,Adj,
了结,liǎojié,V,
了却,liǎoquè,V,
料到,liàodào,,
料理,liàolǐ,V/N,
咧嘴,liězuǐ,,
列举,lièjǔ,V,
劣势,lièshì,N,
劣质,lièzhì,Adj,
烈士,lièshì,N,
猎犬,lièquǎn,N,
猎人,lièrén,N,
裂缝,lièfèng,N,
裂痕,lièhén,N,
拎,līn,V,
邻国,línguó,N,
临,lín,V/Prep,
临床,línchuáng,V,
临街,línjiē,V,
临近,línjìn,V,
淋,lín,V,
灵,líng,Adj,
灵感,línggǎn,N,
灵魂,línghún,N,
灵机一动,língjī-yīdòng,,
灵敏,língmǐn,Adj,
灵巧,língqiǎo,Adj,
灵通,língtōng,Adj,
凌晨,língchén,N,
零花钱,línghuāqián,N,
零件,língjiàn,N,
零钱,língqián,N,
零售,língshòu,V,
领队,lǐngduì,V/N,
领会,lǐnghuì,V,
领军,lǐngjūn,V,
领略,lǐnglüè,V,
领事,lǐngshì,N,
领事馆,lǐngshìguǎn,N,
领土,lǐngtǔ,N,
领悟,lǐngwù,V,
领养,lǐngyǎng,V,
领域,lǐngyù,N,
溜,liū,V,
溜达,liūda,V,
浏览,liúlǎn,V,
浏览器,liúlǎnqì,N,
留恋,liúliàn,V,
留念,liúniàn,V,
留神,liúshén,,
留心,liúxīn,,
留意,liúyì,,
流畅,liúchàng,Adj,
流程,liúchéng,N,
流浪,liúlàng,V,
流泪,liúlèi,V,
流量,liúliàng,N,
流露,liúlù,V,
流氓,liúmáng,N,
流入,liúrù,,
流失,liúshī,V,
流水,liúshuǐ,N,
流淌,liútǎng,V,
流向,liúxiàng,N,
流血,liúxuè,V,
流域,liúyù,N,
流转,liúzhuǎn,V,
柳树,liǔshù,N,
遛,liù,V,
龙舟,lóngzhōu,N,
聋,lóng,Adj,
聋人,lóngrén,N,
笼子,lóngzi,N,
隆重,lóngzhòng,Adj,
垄断,lǒngduàn,V,
笼统,lǒngtǒng,Adj,
笼罩,lǒngzhào,V,
搂,lǒu,V,
露面,lòumiàn,,
芦花,lúhuā,N,
炉灶,lúzào,N,
炉子,lúzi,N,
卤味,lǔwèi,N,
鲁莽,lǔmǎng,Adj,
录制,lùzhì,V,
鹿,lù,N,
路程,lùchéng,N,
路灯,lùdēng,N,
路段,lùduàn,N,
路况,lùkuàng,N,
路面,lùmiàn,N,
路人,lùrén,N,
路途,lùtú,N,
路子,lùzi,N,
露天,lùtiān,N/Adj,
旅程,lǚchéng,N,
旅途,lǚtú,N,
铝,lǚ,N,
屡,lǚ,Adv,
屡次,lǚcì,Adv,
缕,lǚ,M,
履行,lǚxíng,V,
率,lǜ,Suffix,
成功率,chénggōnglǜ,N,
绿灯,lǜdēng,N,
绿地,lǜdì,N,
孪生,luánshēng,Adj,
卵,luǎn,N,
乱七八糟,luànqībāzāo,Adj,
掠夺,lüèduó,V,
略,lüè,V/Adj,
略微,lüèwēi,Adv,
抡,lūn,V,
伦理,lúnlǐ,N,
轮换,lúnhuàn,V,
轮廓,lúnkuò,N,
轮流,lúnliú,V,
轮胎,lúntāi,N,
论述,lùnshù,V,
论坛,lùntán,N,
论证,lùnzhèng,V,
罗,luó,N/V,
萝卜,luóbo,N,
螺丝,luósī,N,
裸,luǒ,V,
裸露,luǒlù,V,
络绎不绝,luòyì-bùjué,,
落差,luòchā,N,
落地,luòdì,,
落户,luòhù,,
落下,luòxia,,
麻,má,N,
麻,má,Adj,
麻痹,mábì,V,
麻将,májiàng,N,
麻辣,málà,Adj,
麻木,mámù,Adj,
麻醉,mázuì,V,
马后炮,mǎhòupào,N,
马后炮,mǎhòupào,N,
马虎,mǎhu,Adj,
马力,mǎlì,M,
马桶,mǎtǒng,N,
马戏,mǎxì,N,
码,mǎ,V,
码,mǎ,M,
埋藏,máicáng,V,
埋伏,máifú,V,
埋没,máimò,V,
买不起,mǎi bu qǐ,,
迈,mài,V,
迈进,màijìn,V,
卖弄,màinong,V,
脉搏,màibó,N,
脉络,màiluò,N,
埋怨,mányuàn,V,
蛮,mán,Adv,
瞒,mán,V,
满怀,mǎnhuái,V,
蔓延,mànyán,V,
漫,màn,V,
漫游,mànyóu,V,
慢慢来,mànmàn lái,,
慢性,mànxìng,Adj,
忙活,mánghuo,V,
忙碌,mánglù,Adj,
忙乱,mángluàn,Adj,
盲目,mángmù,Adj,
茫然,mángrán,Adj,
矛头,máotóu,N,
茅台,Máotái,N,
茅台酒,Máotáijiǔ,N,
茂密,màomì,Adj,
茂盛,màoshèng,Adj,
冒充,màochōng,V,
冒犯,màofàn,V,
冒昧,màomèi,Adj,
冒险,màoxiǎn,,
没劲,méijìn,Adj,
没说的,méishuōde,,
没完没了,méiwán-méiliǎo,,
没意思,méi yìsi,,
没辙,méizhé,,
没准儿,méizhǔnr,,
玫瑰,méigui,N,
枚,méi,M,
眉开眼笑,méikāi-yǎnxiào,,
眉毛,méimao,N,
煤矿,méikuàng,N,
煤炭,méitàn,N,
每当,měidāng,Prep,
每逢,měiféng,V,
美德,měidé,N,
美观,měiguān,Adj,
美化,měihuà,V,
美景,měijǐng,N,
美满,měimǎn,Adj,
美妙,měimiào,Adj,
美人,měirén,N,
美味,měiwèi,N,
美中不足,měizhōng-bùzú,,
美滋滋,měizīzī,Adj,
魅力,mèilì,N,
闷,mēn,Adj/V,
门当户对,méndāng-hùduì,,
门槛,ménkǎn,N,
门铃,ménlíng,N,
门路,ménlu,N,
闷,mèn,Adj,
萌发,méngfā,V,
萌芽,méngyá,V/N,
盟友,méngyǒu,N,
朦胧,ménglóng,Adj,
猛烈,měngliè,Adj,
猛然,měngrán,Adv,
梦幻,mènghuàn,N,
弥补,míbǔ,V,
弥漫,mímàn,V,
迷惑,míhuò,Adj/V,
迷惑不解,míhuò-bùjiě,,
迷恋,míliàn,V,
迷路,mílù,,
迷失,míshī,V,
谜,mí,N,
谜底,mídǐ,N,
谜团,mítuán,N,
谜语,míyǔ,N,
秘方,mìfāng,N,
秘诀,mìjué,N,
密不可分,mìbùkěfēn,,
密度,mìdù,N,
密封,mìfēng,V,
密集,mìjí,V/Adj,
蜜,mì,N,
蜜蜂,mìfēng,N,
蜜月,mìyuè,N,
棉花,miánhuā,N,
免,miǎn,V,
免不了,miǎnbuliǎo,V,
免除,miǎnchú,V,
免疫,miǎnyì,V,
免职,miǎnzhí,,
勉强,miǎnqiǎng,Adj/V,
缅怀,miǎnhuái,V,
面部,miànbù,N,
面粉,miànfěn,N,
面红耳赤,miànhóng-ěrchì,,
面面俱到,miànmiàn-jùdào,,
面目全非,miànmù-quánfēi,,
苗,miáo,N,
苗条,miáotiao,Adj,
苗头,miáotou,N,
描绘,miáohuì,V,
瞄准,miáozhǔn,,
渺小,miǎoxiǎo,Adj,
庙,miào,N,
庙会,miàohuì,N,
灭绝,mièjué,V,
灭亡,mièwáng,V,
民办,mínbàn,Adj,
民俗,mínsú,N,
民用,mínyòng,Adj,
民众,mínzhòng,N,
敏捷,mǐnjié,Adj,
敏锐,mǐnruì,Adj,
名副其实,míngfùqíshí,,
名贵,míngguì,Adj,
名利,mínglì,N,
名气,míngqi,N,
名声,míngshēng,N,
名言,míngyán,N,
名著,míngzhù,N,
明朗,mínglǎng,Adj,
明媚,míngmèi,Adj,
明智,míngzhì,Adj,
铭记,míngjì,V,
命,mìng,V,
命名,mìngmíng,,
命题,mìngtí,,
摸索,mōsuǒ,V,
模拟,mónǐ,V,
磨合,móhé,V,
磨难,mónàn,N,
磨损,mósǔn,V,
蘑菇,mógu,N,
魔鬼,móguǐ,N,
魔术,móshù,N,
抹,mǒ,V,
末日,mòrì,N,
没落,mòluò,V,
陌生,mòshēng,Adj,
莫非,mòfēi,Adv,
莫过于,mòguòyú,V,
莫名其妙,mòmíngqímiào,,
漠然,mòrán,Adj,
墨,mò,N,
默读,mòdú,V,
默默无闻,mòmò-wúwén,,
默契,mòqì,Adj/N,
谋害,móuhài,V,
谋求,móuqiú,V,
谋生,móushēng,V,
牡丹,mǔdan,N,
亩,mǔ,M,
木板,mùbǎn,N,
木材,mùcái,N,
木匠,mùjiàng,N,
木偶,mù'ǒu,N,
目不转睛,mùbùzhuǎnjīng,,
目瞪口呆,mùdèng-kǒudāi,,
目的地,mùdìdì,N,
目睹,mùdǔ,V,
目录,mùlù,N,
目中无人,mùzhōng-wúrén,,
沐浴露,mùyùlù,N,
牧场,mùchǎng,N,
牧民,mùmín,N,
募捐,mùjuān,,
墓碑,mùbēi,N,
墓地,mùdì,N,
幕,mù,N,
幕后,mùhòu,N,
穆斯林,mùsīlín,N,
拿手,náshǒu,Adj,
哪知道,nǎ zhīdào,,
呐喊,nàhǎn,V,
纳闷儿,nàmènr,,
纳入,nàrù,V,
纳税,nàshuì,,
纳税人,nàshuìrén,N,
乃,nǎi,Adv,
乃至,nǎizhì,Conj,
耐,nài,V,
耐人寻味,nàirénxúnwèi,,
耐性,nàixìng,N,
南瓜,nánguā,N,
难处,nánchù,N,
难得一见,nándé yī jiàn,,
难点,nándiǎn,N,
难怪,nánguài,Adv/V,
难关,nánguān,N,
难堪,nánkān,V/Adj,
难说,nánshuō,V,
难为情,nánwéiqíng,Adj,
难以想象,nányǐ-xiǎngxiàng,,
难以置信,nányǐ-zhìxìn,,
挠,náo,V,
恼羞成怒,nǎoxiū-chéngnù,,
脑海,nǎohǎi,N,
脑筋,nǎojīn,N,
闹事,nàoshì,,
闹着玩儿,nàozhewánr,,
内存,nèicún,N,
内阁,nèigé,N,
内涵,nèihán,N,
内行,nèiháng,Adj,
内幕,nèimù,N,
内向,nèixiàng,Adj,
内需,nèixū,N,
嫩,nèn,Adj,
能耗,nénghào,N,
能耐,néngnai,N/Adj,
能人,néngrén,N,
能源,néngyuán,N,
尼龙,nílóng,N,
泥潭,nítán,N,
泥土,nítǔ,N,
拟,nǐ,V,
拟定,nǐdìng,V,
逆,nì,V,
匿名,nìmíng,V,
年画,niánhuà,N,
年迈,niánmài,Adj,
年限,niánxiàn,N,
年薪,niánxīn,N,
年夜饭,niányèfàn,N,
年终,niánzhōng,N,
黏,nián,Adj,
念念不忘,niànniàn-bùwàng,,
念书,niànshū,,
念头,niàntou,N,
娘,niáng,N,
酿造,niàngzào,V,
鸟巢,niǎocháo,N,
尿,niào,V/N,
捏,niē,V,
拧,níng,V,
凝固,nínggù,V,
凝聚,níngjù,V,
拧,nǐng,V,
宁可,nìngkě,Adv,
宁愿,nìngyuàn,Adv,
扭曲,niǔqū,V,
扭头,niǔtóu,,
扭转,niǔzhuǎn,V,
纽带,niǔdài,N,
